locus	intron
57	18:50592536:50677270:clu_65002_NA
57	18:51681681:51686135:clu_65014_NA
57	18:51686273:51686355:clu_65016_NA
57	18:51731527:51750388:clu_65018_NA
57	18:51809385:51809689:clu_65022_NA
57	18:51858229:51880424:clu_65025_NA
58	20:19998844:20003100:clu_94217_NA
58	20:20258102:20269253:clu_94238_NA
58	20:20279030:20303291:clu_94239_NA
58	20:20375792:20377339:clu_94244_NA
58	20:20552590:20553519:clu_94254_NA
58	20:20579463:20582326:clu_94257_NA
58	20:21074493:21082025:clu_94268_NA
58	20:21209753:21213372:clu_94272_NA
58	20:21211635:21213372:clu_94272_NA
58	20:21284111:21307128:clu_94275_NA
58	20:21335510:21336693:clu_94280_NA
59	20:19998844:20003100:clu_94217_NA
59	20:20258102:20269253:clu_94238_NA
59	20:20375792:20377339:clu_94244_NA
59	20:20552590:20553519:clu_94254_NA
59	20:20579463:20582326:clu_94257_NA
59	20:21074493:21082025:clu_94268_NA
59	20:21209753:21213372:clu_94272_NA
59	20:21211635:21213372:clu_94272_NA
59	20:21284111:21307128:clu_94275_NA
59	20:21335510:21336693:clu_94280_NA
6	1:95286034:95286505:clu_12327_NA
6	1:95699871:95702904:clu_12342_NA
6	1:95699871:95718042:clu_12342_NA
6	1:95703016:95705333:clu_12342_NA
6	1:95714395:95718042:clu_12342_NA
6	1:98539107:98736151:clu_12391_NA
60	20:19998844:20003100:clu_94217_NA
60	20:20258102:20269253:clu_94238_NA
60	20:20375792:20377339:clu_94244_NA
60	20:20552590:20553519:clu_94254_NA
60	20:20579463:20582326:clu_94257_NA
60	20:21074493:21082025:clu_94268_NA
60	20:21209753:21213372:clu_94272_NA
60	20:21211635:21213372:clu_94272_NA
60	20:21284111:21307128:clu_94275_NA
60	20:21335510:21336693:clu_94280_NA
61	20:23375822:23383630:clu_94319_NA
61	20:24450869:24523656:clu_94337_NA
61	20:24565629:24614563:clu_94337_NA
61	20:24990024:24991314:clu_94349_NA
61	20:25003728:25004102:clu_94347_NA
61	20:25176890:25190485:clu_94361_NA
61	20:25204793:25205516:clu_94367_NA
61	20:25264887:25269061:clu_94377_NA
61	20:25304066:25319856:clu_94374_NA
61	20:25391922:25394426:clu_94380_NA
61	20:25443177:25448025:clu_94383_NA
61	20:25604948:25612794:clu_94397_NA
61	20:25677731:25709060:clu_94402_NA
61	20:25677799:25680232:clu_94402_NA
61	20:25677799:25708498:clu_94402_NA
61	20:25755972:25829341:clu_94405_NA
61	20:25968225:25999712:clu_94411_NA
7	1:95286034:95286505:clu_12327_NA
7	1:95699871:95702904:clu_12342_NA
7	1:95699871:95718042:clu_12342_NA
7	1:95703016:95705333:clu_12342_NA
7	1:95714395:95718042:clu_12342_NA
7	1:98539107:98736151:clu_12391_NA
8	1:98153674:98157273:clu_12379_NA
8	1:98520059:98596254:clu_12391_NA
8	1:98520059:98858611:clu_12391_NA
8	1:98539107:98736151:clu_12391_NA
8	1:99358660:99368106:clu_12404_NA
8	1:100174676:100174754:clu_12422_NA
8	1:100340366:100340710:clu_12432_NA
9	1:162326926:162335194:clu_14801_NA
9	1:162743386:162743856:clu_14813_NA
9	1:163218496:163276023:clu_14832_NA
9	1:163276119:163278334:clu_14833_NA
9	1:163276119:163288972:clu_14833_NA
9	1:163276119:163291412:clu_14833_NA
9	1:163278421:163288972:clu_14833_NA
9	1:163278421:163291412:clu_14833_NA
9	1:163306638:163309171:clu_14837_NA
