locus	probe
34	chr6:27331081:27337915:clu_243458_
34	chr6:27335391:27337915:clu_243458_
34	chr6:27331081:27342973:clu_243458_
34	chr6:27338003:27342910:clu_243458_
34	chr6:27338003:27342973:clu_243458_
34	chr6:27338022:27342973:clu_243458_
34	chr6:27342916:27367221:clu_174831_
34	ENSG00000124613.9
34	chr6:27356822:27357270:clu_174831_
34	chr6:27356854:27357270:clu_174831_
34	chr6:27356822:27358759:clu_174831_
34	chr6:27356822:27367221:clu_174831_
34	chr6:27357651:27367221:clu_174831_
34	chr6:27356854:27368072:clu_174831_
34	chr6:27362874:27365236:clu_174831_
34	chr6:27365355:27367221:clu_174831_
34	chr6:27440212:27440508:clu_243462_
34	chr6:27440212:27440752:clu_243462_
34	chr6:28030796:28048404:clu_243497_
34	ENSG00000269293.3
34	chr6:28046750:28048404:clu_243497_
34	chr6:28084229:28090862:clu_243498_
34	chr6:28092755:28093191:clu_174871_
34	chr6:28130544:28132527:clu_174875_
34	ENSG00000226314.8
34	chr6:28130544:28137180:clu_174875_
34	chr6:28132679:28137180:clu_174875_
34	chr6:28136309:28137180:clu_174875_
34	chr6:28193046:28194790:clu_174881_
34	chr6:28193144:28194790:clu_174881_
34	chr6:28193144:28194906:clu_174881_
34	chr6:28193784:28194790:clu_174881_
34	chr6:28195282:28195443:clu_174882_
34	chr6:28195615:28195791:clu_174881_
34	chr6:28193108:28200340:clu_174881_
34	chr6:28195615:28198114:clu_174881_
34	chr6:28195615:28200340:clu_174881_
34	chr6:28195900:28200340:clu_174881_
34	chr6:28198266:28200340:clu_174881_
34	chr6:28213753:28214747:clu_243504_
34	chr6:28214870:28217465:clu_243504_
34	chr6:28217612:28219645:clu_243504_
34	chr6:28235231:28239632:clu_174883_
34	chr6:28239712:28239862:clu_174884_
34	chr6:28239712:28240447:clu_174884_
34	chr6:28240116:28240447:clu_174884_
34	ENSG00000197062.12
34	chr6:28283923:28293813:clu_243511_
34	chr6:28283983:28293813:clu_243511_
34	chr6:28292583:28294275:clu_243511_
34	chr6:28283923:28304567:clu_243511_
34	chr6:28295310:28303607:clu_243511_
34	chr6:28295310:28303859:clu_243511_
34	chr6:28297491:28303607:clu_243511_
34	chr6:28297555:28303607:clu_243511_
34	chr6:28297491:28303859:clu_243511_
34	chr6:28297555:28303859:clu_243511_
34	chr6:28297447:28304567:clu_243511_
34	chr6:28297462:28304567:clu_243511_
34	chr6:28283983:28321639:clu_243511_
34	chr6:28304245:28304567:clu_243511_
34	chr6:28304720:28309523:clu_243511_
34	chr6:28305670:28309523:clu_243511_
34	ENSG00000235109.7
34	chr6:28295310:28321639:clu_243511_
34	chr6:28297491:28321639:clu_243511_
34	chr6:28297555:28321639:clu_243511_
34	chr6:28304720:28321095:clu_243511_
34	chr6:28304720:28321135:clu_243511_
34	chr6:28309572:28321639:clu_243511_
34	chr6:28321259:28321639:clu_243511_
34	ENSG00000189298.14
34	chr6:28328458:28329101:clu_174890_
34	chr6:28331162:28331469:clu_174891_
34	chr6:28350386:28358195:clu_243514_
34	chr6:28402855:28403636:clu_243516_
34	ENSG00000187987.9
34	chr6:28404120:28407852:clu_243516_
34	chr6:28402855:28411176:clu_243516_
34	chr6:28404120:28411176:clu_243516_
34	ENSG00000204713.11
34	chr6:28971371:28971675:clu_243548_
34	chr6:28971991:28973345:clu_243548_
35	chr6:49408066:49409553:clu_245426_
35	chr6:49409684:49411497:clu_245425_
35	chr6:49409684:49412352:clu_245425_
35	chr6:49431166:49437853:clu_176775_
35	chr6:49431166:49437872:clu_176775_
35	chr6:49437991:49438687:clu_176775_
35	chr6:52369485:52370397:clu_245470_
36	chr6:158490705:158492745:clu_179903_
36	chr6:159403720:159404694:clu_248743_
36	chr6:159403698:159407312:clu_248743_
36	ENSG00000130363.13
36	chr6:159403720:159414871:clu_248743_
36	chr6:159404839:159414871:clu_248743_
36	chr6:159407453:159414871:clu_248743_
36	chr6:159414958:159415558:clu_248743_
36	chr6:159420942:159421121:clu_179998_
36	chr6:159421424:159422752:clu_179998_
36	chr6:159420942:159441117:clu_179998_
36	chr6:159421424:159448176:clu_179998_
36	chr6:159431825:159441117:clu_179998_
36	chr6:159420942:159461951:clu_179998_
36	chr6:159421424:159461763:clu_179998_
36	chr6:159420942:159462830:clu_179998_
36	chr6:159441311:159444963:clu_179998_
36	chr6:159445236:159446981:clu_179998_
36	chr6:159431825:159461951:clu_179998_
36	chr6:159447073:159461763:clu_179998_
36	chr6:159447073:159461951:clu_179998_
36	chr6:159421424:159488271:clu_179998_
36	chr6:159448262:159461491:clu_179998_
36	chr6:159447073:159462830:clu_179998_
36	ENSG00000271913.7
36	chr6:159461822:159461951:clu_179998_
36	chr6:159463708:159463830:clu_179998_
36	chr6:159463340:159466451:clu_179998_
36	chr6:159466554:159468706:clu_179998_
36	chr6:159448262:159488271:clu_179998_
36	chr6:159463340:159488271:clu_179998_
36	chr6:159487825:159488271:clu_179998_
36	chr6:160062797:160103506:clu_248755_
36	chr6:160103670:160109158:clu_248756_
36	ENSG00000112096.19
36	chr6:160148365:160157290:clu_180034_
36	chr6:160148735:160157290:clu_180034_
36	ENSG00000146457.16
36	ENSG00000120437.9
36	ENSG00000120438.12
36	chr6:160211092:160211972:clu_180012_
36	chr6:160211671:160211972:clu_180012_
36	chr6:160211819:160211972:clu_180012_
36	ENSG00000112110.10
36	chr6:160227115:160229772:clu_180050_
36	chr6:160227115:160231058:clu_180050_
36	chr6:160229848:160230047:clu_180050_
36	chr6:160229848:160231058:clu_180050_
36	chr6:160227115:160234633:clu_180050_
36	chr6:160230190:160234633:clu_180050_
36	chr6:160233074:160234633:clu_180050_
36	chr6:160236195:160237001:clu_180051_
36	chr6:160237051:160237575:clu_180052_
36	chr6:160237065:160238141:clu_180052_
36	chr6:160238183:160238895:clu_180053_
36	chr6:160238183:160239332:clu_180053_
36	chr6:160239005:160239587:clu_180053_
36	chr6:160239455:160239587:clu_180053_
36	chr6:160239686:160240286:clu_180054_
36	chr6:160240384:160241488:clu_180055_
36	chr6:160320424:160323288:clu_180056_
36	chr6:160448346:160450582:clu_180059_
36	chr6:160450687:160453583:clu_180059_
36	ENSG00000197081.16
36	chr6:160831878:160846883:clu_180084_
36	chr6:160831878:160849385:clu_180084_
36	chr6:160831878:160851494:clu_180084_
36	chr6:160831878:160858029:clu_180084_
36	chr6:161352400:161390750:clu_180098_
36	chr6:161377732:161380001:clu_180098_
36	ENSG00000231863.2
36	chr6:161380096:161389901:clu_180098_
36	chr6:161380096:161390750:clu_180098_
36	chr6:161390026:161390750:clu_180098_
36	ENSG00000085511.20
37	chr6:161390026:161390750:clu_180098_
37	chr6:163235313:163313030:clu_180174_
37	ENSG00000112530.11
37	chr6:163418576:163483182:clu_180174_
37	chr6:163508498:163510291:clu_180176_
37	chr6:163566914:163568932:clu_248867_
37	chr6:163566914:163569084:clu_248867_
37	chr6:163566914:163569828:clu_248867_
37	chr6:163566914:163569894:clu_248867_
37	chr6:163569006:163569084:clu_248867_
37	chr6:163566914:163608705:clu_248867_
37	chr6:163566914:163611940:clu_248867_
37	chr6:163603594:163604522:clu_248867_
37	chr6:163603002:163605857:clu_248867_
37	chr6:163604383:163604522:clu_248867_
37	chr6:163603594:163605857:clu_248867_
37	chr6:163604383:163605857:clu_248867_
37	chr6:163604589:163605857:clu_248867_
37	chr6:163603594:163608705:clu_248867_
37	chr6:163604589:163611940:clu_248867_
37	chr6:163608876:163611940:clu_248867_
37	chr6:163612014:163612153:clu_248868_
37	chr6:163612014:163612359:clu_248868_
37	chr6:163612014:163612429:clu_248868_
37	chr6:163612014:163612911:clu_248868_
37	chr6:163612014:163617616:clu_248868_
37	chr6:163510440:163735859:clu_180177_
37	chr6:163687314:163735859:clu_180177_
37	chr6:163728471:163735859:clu_180177_
37	chr6:163733927:163735859:clu_180177_
37	chr6:163735609:163735859:clu_180177_
37	ENSG00000281692.2
37	ENSG00000285564.2
37	chr6:163836367:163899812:clu_180183_
37	ENSG00000112531.17
38	chr7:195732:197130:clu_300197_
38	chr7:195732:208898:clu_300197_
38	chr7:560493:561061:clu_300232_
38	chr7:559010:562832:clu_300232_
38	chr7:558803:563717:clu_300232_
38	chr7:558892:563717:clu_300232_
38	chr7:559010:563717:clu_300232_
38	chr7:561261:561612:clu_300232_
38	chr7:558803:564491:clu_300232_
38	chr7:561261:562091:clu_300232_
38	chr7:558892:564491:clu_300232_
38	chr7:559010:564491:clu_300232_
38	chr7:561944:562091:clu_300232_
38	chr7:560617:563717:clu_300232_
38	ENSG00000223855.2
38	chr7:561261:563717:clu_300232_
38	chr7:560617:564491:clu_300232_
38	chr7:562340:562904:clu_300232_
38	chr7:562340:562982:clu_300232_
38	chr7:561261:564491:clu_300232_
38	chr7:562340:563717:clu_300232_
38	chr7:562340:564491:clu_300232_
38	chr7:563142:563717:clu_300232_
38	chr7:563917:564002:clu_300232_
38	chr7:563917:564491:clu_300232_
38	chr7:564356:564491:clu_300232_
38	chr7:564388:564491:clu_300232_
38	chr7:647089:675462:clu_264318_
38	ENSG00000188191.15
38	chr7:647089:716866:clu_264318_
38	chr7:751164:752051:clu_264319_
38	chr7:751164:766847:clu_264319_
38	chr7:766952:769362:clu_300269_
38	chr7:766952:780456:clu_300269_
38	chr7:766952:794226:clu_300269_
38	chr7:780580:780988:clu_300270_
38	chr7:769484:794226:clu_300269_
38	chr7:794119:794226:clu_300269_
38	ENSG00000164818.16
38	chr7:814799:819590:clu_300279_
38	chr7:814799:825154:clu_300279_
38	chr7:819781:825154:clu_300279_
38	chr7:856310:878435:clu_300283_
38	chr7:883157:888055:clu_300284_
38	chr7:883157:889157:clu_300284_
38	chr7:883157:889560:clu_300284_
38	chr7:883157:891021:clu_300284_
38	chr7:888252:889157:clu_300284_
38	chr7:889240:889560:clu_300284_
38	chr7:889240:891021:clu_300284_
38	chr7:891119:891587:clu_300284_
38	ENSG00000164828.18
38	ENSG00000239857.7
38	ENSG00000105963.15
38	chr7:1049779:1067894:clu_264320_
38	ENSG00000164849.10
38	chr7:1095119:1095740:clu_300342_
38	chr7:1095119:1097128:clu_300342_
38	ENSG00000146540.15
38	chr7:1049779:1166893:clu_264320_
38	ENSG00000178381.12
38	chr7:1200259:1201000:clu_300365_
38	chr7:1200259:1201988:clu_300365_
38	chr7:1200259:1202093:clu_300365_
38	chr7:1200259:1202250:clu_300365_
38	chr7:1200259:1202405:clu_300365_
38	chr7:1200259:1202598:clu_300365_
38	chr7:1201317:1201988:clu_300365_
38	chr7:1200259:1203088:clu_300365_
38	chr7:1201317:1202093:clu_300365_
38	chr7:1200259:1203797:clu_300365_
38	chr7:1202179:1202271:clu_300365_
38	chr7:1202179:1202321:clu_300365_
38	chr7:1202179:1202405:clu_300365_
38	chr7:1202179:1202598:clu_300365_
38	chr7:1202364:1202598:clu_300365_
38	ENSG00000229043.3
38	chr7:1202179:1203088:clu_300365_
38	chr7:1202527:1203088:clu_300365_
38	chr7:1202853:1202979:clu_300365_
38	chr7:1202853:1203088:clu_300365_
38	chr7:1202179:1203797:clu_300365_
38	chr7:1203131:1203797:clu_300365_
38	chr7:1478627:1479561:clu_264436_
38	chr7:1478631:1479561:clu_264436_
38	chr7:1480320:1481828:clu_264437_
38	chr7:1482120:1484288:clu_264438_
38	ENSG00000164877.19
38	chr7:1483360:1484288:clu_264438_
38	chr7:1489924:1498820:clu_264441_
38	chr7:1510583:1510769:clu_264451_
38	ENSG00000164880.16
38	chr7:1536929:1538048:clu_264463_
38	chr7:1540002:1540528:clu_264462_
38	chr7:1540002:1542537:clu_264462_
38	chr7:1540913:1542537:clu_264462_
38	chr7:1542812:1543539:clu_264465_
38	chr7:1543309:1543539:clu_264465_
38	ENSG00000157778.9
38	chr7:1609915:1612438:clu_300432_
38	chr7:1610169:1612438:clu_300432_
38	chr7:1609915:1614351:clu_300432_
38	chr7:1610169:1615423:clu_300432_
38	chr7:1614499:1615309:clu_300432_
38	chr7:1614499:1615423:clu_300432_
38	chr7:1615524:1618923:clu_300433_
38	chr7:1615524:1622798:clu_300433_
38	ENSG00000230487.8
38	chr7:1615524:1624020:clu_300433_
38	chr7:1619040:1622798:clu_300433_
38	chr7:1619040:1624020:clu_300433_
38	chr7:1622905:1624020:clu_300433_
38	chr7:1976533:1979724:clu_264486_
38	chr7:1976533:1997264:clu_264486_
38	chr7:2020176:2020306:clu_264487_
38	chr7:2041756:2048107:clu_264487_
38	ENSG00000002822.16
38	chr7:2188873:2239897:clu_264514_
38	chr7:2188873:2252847:clu_264514_
38	chr7:2240192:2252847:clu_264514_
38	chr7:2255973:2257597:clu_264519_
38	chr7:2262389:2269619:clu_264520_
38	chr7:2275199:2277650:clu_264523_
38	chr7:2275199:2278816:clu_264523_
38	chr7:2275199:2279053:clu_264523_
38	chr7:2275199:2279165:clu_264523_
38	ENSG00000122687.19
38	chr7:2278572:2279053:clu_264523_
38	chr7:2284361:2289492:clu_300479_
38	chr7:2289637:2290464:clu_300479_
38	chr7:2393830:2394869:clu_300502_
38	chr7:2394751:2394869:clu_300502_
38	ENSG00000106263.18
38	ENSG00000136213.10
38	chr7:2477555:2483258:clu_300508_
38	chr7:2482409:2483258:clu_300508_
38	chr7:2566016:2566470:clu_300533_
38	chr7:2578578:2578813:clu_264605_
38	chr7:2583596:2586958:clu_264588_
38	ENSG00000106009.16
38	chr7:2598851:2611160:clu_300541_
38	chr7:2606797:2608588:clu_300541_
38	ENSG00000106012.18
38	chr7:2641098:2641366:clu_300550_
38	chr7:2641098:2645510:clu_300550_
38	chr7:2644625:2645432:clu_300550_
38	chr7:2748350:2748709:clu_300571_
38	chr7:2749450:2750311:clu_300572_
38	chr7:2998265:3083301:clu_264682_
39	chr7:195732:208898:clu_300197_
39	chr7:558803:563717:clu_300232_
39	chr7:561261:563717:clu_300232_
39	chr7:563917:564002:clu_300232_
39	chr7:647089:675462:clu_264318_
39	chr7:647089:716866:clu_264318_
39	chr7:766952:769362:clu_300269_
39	chr7:766952:780456:clu_300269_
39	chr7:766952:794226:clu_300269_
39	chr7:769484:794226:clu_300269_
39	chr7:883157:889157:clu_300284_
39	chr7:883157:891021:clu_300284_
39	chr7:888252:889157:clu_300284_
39	ENSG00000105963.15
39	chr7:1049779:1067894:clu_264320_
39	ENSG00000164849.10
39	chr7:1095119:1095740:clu_300342_
39	chr7:1095119:1097128:clu_300342_
39	ENSG00000146540.15
39	chr7:1049779:1166893:clu_264320_
39	ENSG00000178381.12
39	chr7:1200259:1201000:clu_300365_
39	chr7:1200259:1201988:clu_300365_
39	chr7:1200259:1202093:clu_300365_
39	chr7:1200259:1202250:clu_300365_
39	chr7:1200259:1202405:clu_300365_
39	chr7:1200259:1202598:clu_300365_
39	chr7:1201317:1201988:clu_300365_
39	chr7:1200259:1203088:clu_300365_
39	chr7:1201317:1202093:clu_300365_
39	chr7:1200259:1203797:clu_300365_
39	chr7:1202179:1202271:clu_300365_
39	chr7:1202179:1202321:clu_300365_
39	chr7:1202179:1202405:clu_300365_
39	chr7:1202179:1202598:clu_300365_
39	chr7:1202364:1202598:clu_300365_
39	ENSG00000229043.3
39	chr7:1202179:1203088:clu_300365_
39	chr7:1202527:1203088:clu_300365_
39	chr7:1202853:1202979:clu_300365_
39	chr7:1202853:1203088:clu_300365_
39	chr7:1202179:1203797:clu_300365_
39	chr7:1203131:1203797:clu_300365_
39	chr7:1478627:1479561:clu_264436_
39	chr7:1478631:1479561:clu_264436_
39	chr7:1480320:1481828:clu_264437_
39	chr7:1482120:1484288:clu_264438_
39	ENSG00000164877.19
39	chr7:1483360:1484288:clu_264438_
39	chr7:1489924:1498820:clu_264441_
39	chr7:1510583:1510769:clu_264451_
39	ENSG00000164880.16
39	chr7:1536929:1538048:clu_264463_
39	chr7:1540002:1540528:clu_264462_
39	chr7:1540002:1542537:clu_264462_
39	chr7:1540913:1542537:clu_264462_
39	chr7:1542812:1543539:clu_264465_
39	chr7:1543309:1543539:clu_264465_
39	ENSG00000157778.9
39	chr7:1609915:1612438:clu_300432_
39	chr7:1610169:1612438:clu_300432_
39	chr7:1609915:1614351:clu_300432_
39	chr7:1610169:1615423:clu_300432_
39	chr7:1614499:1615309:clu_300432_
39	chr7:1614499:1615423:clu_300432_
39	chr7:1615524:1618923:clu_300433_
39	chr7:1615524:1622798:clu_300433_
39	ENSG00000230487.8
39	chr7:1615524:1624020:clu_300433_
39	chr7:1619040:1622798:clu_300433_
39	chr7:1619040:1624020:clu_300433_
39	chr7:1622905:1624020:clu_300433_
39	chr7:1976533:1979724:clu_264486_
39	chr7:1976533:1997264:clu_264486_
39	chr7:2020176:2020306:clu_264487_
39	chr7:2041756:2048107:clu_264487_
39	ENSG00000002822.16
39	chr7:2188873:2239897:clu_264514_
39	chr7:2188873:2252847:clu_264514_
39	chr7:2240192:2252847:clu_264514_
39	chr7:2255973:2257597:clu_264519_
39	chr7:2262389:2269619:clu_264520_
39	chr7:2275199:2277650:clu_264523_
39	chr7:2275199:2278816:clu_264523_
39	chr7:2275199:2279053:clu_264523_
39	chr7:2275199:2279165:clu_264523_
39	ENSG00000122687.19
39	chr7:2278572:2279053:clu_264523_
39	chr7:2284361:2289492:clu_300479_
39	chr7:2289637:2290464:clu_300479_
39	chr7:2393830:2394869:clu_300502_
39	chr7:2394751:2394869:clu_300502_
39	ENSG00000106263.18
39	ENSG00000136213.10
39	chr7:2477555:2483258:clu_300508_
39	chr7:2482409:2483258:clu_300508_
39	chr7:2566016:2566470:clu_300533_
39	chr7:2578578:2578813:clu_264605_
39	chr7:2579522:2580613:clu_264606_
39	chr7:2580528:2580613:clu_264606_
39	chr7:2583596:2586958:clu_264588_
39	ENSG00000106009.16
39	chr7:2598851:2606750:clu_300541_
39	chr7:2598851:2608588:clu_300541_
39	chr7:2598851:2611160:clu_300541_
39	chr7:2606797:2608588:clu_300541_
39	chr7:2608633:2611160:clu_300541_
39	chr7:2611960:2613052:clu_300541_
39	chr7:2618160:2622214:clu_300544_
39	chr7:2621711:2622214:clu_300544_
39	ENSG00000106012.18
39	chr7:2641098:2641366:clu_300550_
39	chr7:2641098:2644515:clu_300550_
39	chr7:2641098:2645510:clu_300550_
39	chr7:2644625:2645432:clu_300550_
39	chr7:2644625:2645510:clu_300550_
39	ENSG00000136295.15
39	chr7:2719305:2739868:clu_300569_
39	chr7:2727930:2739868:clu_300569_
39	chr7:2740983:2742356:clu_300570_
39	chr7:2748350:2748709:clu_300571_
39	chr7:2748350:2749274:clu_300571_
39	chr7:2749450:2750311:clu_300572_
39	chr7:2749450:2751964:clu_300572_
39	chr7:2749450:2764115:clu_300572_
39	chr7:2749450:2766348:clu_300572_
39	chr7:2749450:2770655:clu_300572_
39	chr7:2749450:2778493:clu_300572_
39	ENSG00000174945.13
39	chr7:2749450:2804346:clu_300572_
39	chr7:2773135:2801804:clu_264570_
39	chr7:2771384:2834562:clu_264570_
39	chr7:2802798:2804346:clu_300572_
39	chr7:2773135:2834354:clu_264570_
39	ENSG00000146535.14
39	chr7:2946472:2949684:clu_264667_
39	chr7:2998265:3083301:clu_264682_
4	chr1:41536393:41537503:clu_211233_
4	chr1:42730860:42744019:clu_211281_
4	chr1:42731583:42744019:clu_211281_
4	chr1:42746106:42776721:clu_211281_
4	chr1:42896529:42898776:clu_211291_
4	ENSG00000066185.13
4	chr1:42905696:42914138:clu_211295_
4	chr1:42905696:42915589:clu_211295_
4	chr1:42902214:42921559:clu_211295_
4	chr1:42905696:42921559:clu_211295_
4	chr1:42905696:42921615:clu_211295_
4	chr1:42914306:42915589:clu_211295_
4	chr1:42914309:42915589:clu_211295_
4	chr1:42914309:42921559:clu_211295_
4	chr1:42915730:42921615:clu_211295_
4	chr1:42964587:42972618:clu_102918_
4	chr1:42964587:42986834:clu_102918_
4	chr1:42964587:43002147:clu_102918_
4	chr1:42986927:43031967:clu_102918_
4	ENSG00000186409.18
4	chr1:43032146:43042691:clu_102919_
4	chr1:43032146:43047031:clu_102919_
4	chr1:43042900:43046503:clu_102919_
4	chr1:43042900:43047031:clu_102919_
4	chr1:43042900:43047098:clu_102919_
4	chr1:43046652:43047031:clu_102919_
4	chr1:43049730:43054992:clu_102920_
4	chr1:43055154:43055966:clu_102921_
4	chr1:43074929:43076649:clu_102921_
4	chr1:43076761:43096075:clu_102922_
4	chr1:43096196:43102908:clu_102922_
4	ENSG00000171960.12
4	chr1:43212523:43212924:clu_211316_
4	chr1:43212523:43212943:clu_211316_
4	chr1:43221308:43223454:clu_211320_
4	ENSG00000164008.16
4	ENSG00000283580.3
4	chr1:43259412:43282102:clu_211323_
4	ENSG00000177868.12
4	chr1:43279571:43282102:clu_211323_
4	chr1:43279575:43282102:clu_211323_
4	chr1:43282251:43282425:clu_211324_
4	chr1:43291409:43296115:clu_102939_
4	chr1:43291409:43300709:clu_102939_
4	ENSG00000164010.15
4	chr1:43296786:43300709:clu_102939_
4	chr1:43315413:43316310:clu_102943_
4	ENSG00000117394.24
4	chr1:43425248:43426727:clu_102954_
4	chr1:43425248:43430192:clu_102954_
4	chr1:43425248:43431610:clu_102954_
4	chr1:43424598:43435920:clu_102954_
4	chr1:43424989:43435920:clu_102954_
4	chr1:43427867:43435920:clu_102954_
4	chr1:43430310:43435920:clu_102954_
4	chr1:43433345:43435920:clu_102954_
4	chr1:43436050:43439645:clu_102955_
4	chr1:43436065:43439645:clu_102955_
4	chr1:43436050:43448796:clu_102955_
4	chr1:43436065:43448796:clu_102955_
4	chr1:43439859:43445170:clu_102955_
4	chr1:43436050:43450097:clu_102955_
4	chr1:43436065:43450097:clu_102955_
4	ENSG00000227533.6
4	chr1:43439859:43448617:clu_102955_
4	chr1:43439859:43450097:clu_102955_
4	chr1:43446257:43448796:clu_102955_
4	chr1:43446257:43450097:clu_102955_
4	chr1:43436065:43461575:clu_102955_
4	chr1:43448982:43450097:clu_102955_
4	chr1:43450317:43450653:clu_102955_
4	chr1:43439859:43461575:clu_102955_
4	chr1:43436050:43466114:clu_102955_
4	chr1:43436065:43466114:clu_102955_
4	chr1:43439859:43466114:clu_102955_
4	chr1:43450317:43461575:clu_102955_
4	chr1:43450317:43466114:clu_102955_
4	chr1:43436050:43483517:clu_102955_
4	chr1:43436065:43483517:clu_102955_
4	chr1:43439859:43483517:clu_102955_
4	chr1:43450317:43483517:clu_102955_
4	chr1:43652530:43665061:clu_102969_
4	ENSG00000117395.13
4	chr1:43736464:43737855:clu_102982_
4	chr1:43738010:43738249:clu_102982_
4	chr1:43738010:43739305:clu_102982_
4	chr1:43775203:43776285:clu_102988_
4	ENSG00000066056.14
4	chr1:43779096:43779594:clu_102990_
4	chr1:43783743:43784917:clu_102992_
4	chr1:43785200:43786940:clu_102993_
4	chr1:43787386:43789807:clu_102994_
4	ENSG00000159479.17
4	chr1:43891822:43892039:clu_103021_
4	chr1:43898861:43900057:clu_103030_
4	chr1:43906257:43906895:clu_103034_
4	chr1:43906257:43906952:clu_103034_
4	chr1:43909148:43911565:clu_103037_
4	chr1:43915842:43916008:clu_103038_
4	chr1:43915842:43916510:clu_103038_
4	chr1:43916742:43917081:clu_211367_
4	chr1:43916742:43917099:clu_211367_
4	chr1:43917000:43917099:clu_211367_
4	chr1:43917008:43917099:clu_211367_
4	chr1:43917204:43917319:clu_211372_
4	chr1:43917388:43917499:clu_211373_
4	chr1:43917702:43917876:clu_211374_
4	chr1:43917717:43917876:clu_211374_
4	ENSG00000178922.18
4	chr1:43994427:44003869:clu_103039_
4	chr1:43996761:44003869:clu_103039_
4	chr1:44058272:44064391:clu_103056_
4	chr1:44063724:44064391:clu_103056_
4	ENSG00000126091.21
4	chr1:44386600:44387115:clu_103084_
4	chr1:44440779:44441472:clu_103111_
4	chr1:44440779:44441762:clu_103111_
4	chr1:44441520:44441762:clu_103111_
4	ENSG00000117410.14
4	chr1:44450727:44450950:clu_103117_
4	chr1:44451072:44455970:clu_103117_
4	chr1:44679221:44679335:clu_103147_
4	ENSG00000178028.14
4	chr1:44713710:44717085:clu_211461_
4	chr1:44804994:44818522:clu_211462_
4	ENSG00000187147.18
4	chr1:45101834:45110370:clu_103162_
4	chr1:45150328:45155348:clu_103214_
4	chr1:45153991:45154763:clu_103214_
4	chr1:45140545:45169761:clu_103214_
4	chr1:45154896:45155414:clu_103214_
4	chr1:45155546:45169761:clu_103214_
4	chr1:45140545:45189794:clu_103214_
4	chr1:45165928:45166595:clu_103214_
4	chr1:45166791:45187852:clu_103214_
4	chr1:45169845:45187852:clu_103214_
4	chr1:45169845:45189475:clu_103214_
4	chr1:45169845:45189617:clu_103214_
4	chr1:45189578:45189657:clu_103214_
4	ENSG00000142937.12
4	ENSG00000280670.3
4	chr1:46016827:46032241:clu_103333_
4	chr1:46690182:46705450:clu_103405_
40	chr7:561261:563717:clu_300232_
40	chr7:766952:769362:clu_300269_
40	chr7:766952:780456:clu_300269_
40	chr7:769484:794226:clu_300269_
40	chr7:1201317:1202093:clu_300365_
40	ENSG00000229043.3
40	chr7:1202853:1202979:clu_300365_
40	chr7:1614499:1615423:clu_300432_
40	chr7:2284361:2289492:clu_300479_
40	chr7:2477555:2483258:clu_300508_
40	chr7:2566016:2566470:clu_300533_
40	chr7:2578578:2578813:clu_264605_
40	chr7:2579522:2580613:clu_264606_
40	chr7:2580528:2580613:clu_264606_
40	chr7:2583596:2586958:clu_264588_
40	ENSG00000106009.16
40	chr7:2598851:2606750:clu_300541_
40	chr7:2598851:2608588:clu_300541_
40	chr7:2598851:2611160:clu_300541_
40	chr7:2606797:2608588:clu_300541_
40	chr7:2608633:2611160:clu_300541_
40	chr7:2611960:2613052:clu_300541_
40	chr7:2618160:2622214:clu_300544_
40	chr7:2621711:2622214:clu_300544_
40	ENSG00000106012.18
40	chr7:2641098:2641366:clu_300550_
40	chr7:2641098:2644515:clu_300550_
40	chr7:2641098:2645510:clu_300550_
40	chr7:2644625:2645432:clu_300550_
40	chr7:2644625:2645510:clu_300550_
40	ENSG00000136295.15
40	chr7:2719305:2739868:clu_300569_
40	chr7:2727930:2739868:clu_300569_
40	chr7:2740983:2742356:clu_300570_
40	chr7:2748350:2748709:clu_300571_
40	chr7:2748350:2749274:clu_300571_
40	chr7:2749450:2750311:clu_300572_
40	chr7:2749450:2751964:clu_300572_
40	chr7:2749450:2764115:clu_300572_
40	chr7:2749450:2766348:clu_300572_
40	chr7:2749450:2770655:clu_300572_
40	chr7:2749450:2778493:clu_300572_
40	ENSG00000174945.13
40	chr7:2749450:2804346:clu_300572_
40	chr7:2773135:2801804:clu_264570_
40	chr7:2771384:2834562:clu_264570_
40	chr7:2802798:2804346:clu_300572_
40	chr7:2773135:2834354:clu_264570_
40	ENSG00000146535.14
40	chr7:2946472:2949684:clu_264667_
40	chr7:2998265:3083301:clu_264682_
40	ENSG00000146587.18
40	chr7:5172120:5176186:clu_264803_
40	chr7:6064009:6064340:clu_265020_
41	ENSG00000189077.11
41	chr7:76244980:76250433:clu_304797_
41	chr7:76244980:76255238:clu_304797_
41	chr7:77009317:77010622:clu_268911_
41	ENSG00000127947.16
41	chr7:77287387:77290515:clu_268922_
41	chr7:77287387:77291963:clu_268922_
41	chr7:77288635:77291963:clu_268922_
41	chr7:77290650:77291963:clu_268922_
41	chr7:77287387:77314519:clu_268922_
41	chr7:77288635:77313407:clu_268922_
41	chr7:77288635:77314519:clu_268922_
41	chr7:77290650:77313407:clu_268922_
41	chr7:77292234:77314519:clu_268922_
41	ENSG00000214293.9
41	chr7:77288635:77325213:clu_268922_
41	chr7:77290650:77325213:clu_268922_
41	chr7:77292234:77325213:clu_268922_
41	chr7:77313568:77314519:clu_268922_
41	chr7:77314645:77325213:clu_268922_
41	chr7:77314645:77325435:clu_268922_
41	chr7:77325335:77326207:clu_268922_
41	ENSG00000187257.16
